GEOID,COUNTYFP_BG,COUNTYFP_CT
090034168001,003,110
090034602021,003,110
090034603011,003,110
090034603012,003,110
090034603021,003,
090034603023,003,
090034661011,003,110
090034661012,003,110
090034661013,003,110
090034621011,003,110
090034621012,003,110
090034621013,003,110
090034621014,003,110
090034621021,003,110
090034621022,003,
090034622012,003,110
090034641011,003,110
090034641021,003,
090034641022,003,110
090035242001,003,110
090034168002,003,110
090034171001,003,110
090034171002,003,110
090034174001,003,110
090034174002,003,110
090034175002,003,110
090034175003,003,110
090034175001,003,110
090034205001,003,
090034205004,003,110
090093512002,009,140
090093512003,009,140
090093509002,009,140
090093510001,009,140
090093510002,009,140
090093510003,009,140
090093511001,009,140
090093512001,009,140
090053603001,005,140
090053604001,005,140
090158003001,015,
090091251001,009,
090091251002,009,140
090091252002,009,140
090091253001,009,140
090091254001,009,140
090091254002,009,140
090158006001,015,180
090158006003,015,180
090091403001,009,170
090091404001,009,170
090091405001,009,170
090091405002,009,170
090158003003,015,
090091409001,009,170
090091409002,009,170
090158004001,015,180
090158004002,015,180
090158004003,015,180
090093451004,009,140
090053604002,005,140
090010451023,001,190
090012455002,001,
090010206001,001,190
090010206002,001,190
090012003012,001,190
090012305012,001,
090010723003,001,120
090010102012,001,190
090010435001,001,190
090010451021,001,190
090010451022,001,190
090159002004,015,150
090076001002,007,130
090076104002,007,
090076702003,007,130
090091409003,009,170
090091409004,009,170
090091409005,009,170
090091410003,009,170
090091410001,009,170
090158007001,015,180
090158007002,015,180
090158007003,015,180
090158200001,015,150
090158250001,015,
090091412001,009,170
090091412002,009,170
090091411001,009,170
090158301003,015,150
090158301004,015,
090138813004,013,110
090135261012,013,
090135261022,013,110
090138901002,013,110
090091656004,009,170
090091657001,009,170
090091657002,009,170
090091657003,009,170
090091657004,009,170
090091658012,009,170
090091656003,009,170
090091423003,009,170
090091423004,009,170
090091423001,009,170
090091424001,009,170
090091424004,009,170
090091425001,009,170
090091425002,009,170
090091425003,009,170
090091658013,009,170
090091658021,009,170
090091658022,009,170
090091658023,009,170
090091658024,009,170
090091659001,009,
090091508002,009,170
090091510001,009,170
090117053002,011,180
090091542004,009,170
090093615001,009,170
090093615003,009,170
090091542001,009,170
090091659002,009,170
090159001001,015,
090091545004,009,170
090091545003,009,170
090091545002,009,170
090091546001,009,170
090091546002,009,170
090091546003,009,170
090091546004,009,170
090091547001,009,170
090159001002,015,
090091547006,009,170
090118705011,011,180
090117011004,011,180
090118705021,011,180
090117141041,011,180
090091407003,009,170
090091407004,009,170
090091407002,009,170
090091405003,009,170
090091406001,009,170
090091406002,009,170
090091408001,009,170
090091408002,009,170
090091408003,009,170
090091548002,009,170
090091549002,009,170
090091549003,009,170
090091549004,009,170
090091510002,009,170
090091511001,009,170
090091551003,009,170
090091572001,009,170
090091572002,009,170
090091572003,009,170
090091512002,009,170
090091713002,009,170
090091713003,009,170
090091511003,009,170
090091573001,009,
090091573002,009,170
090091425005,009,170
090091426011,009,170
090091426012,009,170
090091426013,009,170
090091426014,009,170
090034875001,003,110
090091574002,009,170
090091574001,009,170
090034875002,003,110
090035245011,003,110
090091427001,009,170
090091427002,009,170
090117027001,011,180
090091427004,009,170
090091428002,009,170
090091574004,009,170
090091601001,009,170
090091601002,009,
090091601003,009,
090091602002,009,170
090091501001,009,170
090091501002,009,170
090091501003,009,170
090091502001,009,170
090091428003,009,170
090053604003,005,140
090091602004,009,
090091611001,009,170
090091611002,009,
090034204002,003,
090034054022,003,140
090034054012,003,
090091503001,009,170
090091503002,009,170
090091503004,009,170
090091504001,009,170
090053106012,005,160
090054253002,005,140
090091611003,009,
090091611004,009,170
090091651001,009,170
090091651003,009,170
090091414001,009,170
090091414002,009,170
090091504002,009,170
090091504003,009,170
090091504004,009,170
090091505001,009,170
090091505002,009,170
090091505003,009,170
090091505004,009,170
090034738002,003,110
090034207003,003,110
090035201001,003,110
090035201002,003,110
090091651002,009,170
090091652001,009,170
090091652002,009,170
090091652003,009,170
090091653001,009,170
090091654001,009,170
090091415006,009,170
090091415007,009,170
090091416001,009,170
090091415005,009,170
090091416002,009,170
090091416003,009,170
090091418001,009,170
090091506001,009,170
090091506002,009,170
090091506003,009,170
090091506004,009,170
090091654003,009,170
090091654004,009,170
090091655002,009,170
090091655004,009,170
090091654002,009,170
090091655005,009,170
090091656001,009,170
090035141012,003,110
090035141011,003,110
090034715002,003,110
090034715001,003,110
090091656002,009,170
090091419002,009,170
090091419004,009,170
090091418003,009,170
090135291001,013,110
090091419001,009,170
090091421001,009,170
090091422001,009,170
090091422002,009,170
090091506005,009,
090091507001,009,170
090091507002,009,170
090091507003,009,
090091508001,009,170
090035203023,003,110
090034101012,003,
090035243001,003,
090091713004,009,170
090035203022,003,110
090034942013,003,110
090035201003,003,110
090034603022,003,110
090034622021,003,110
090034057001,003,140
090033301001,003,
090034054021,003,140
090035012001,003,110
090034806004,003,110
090034872021,003,110
090034923004,003,110
090035048003,003,110
090034002003,003,
090034055002,003,140
090035105002,003,110
090034962004,003,110
090159032002,015,
090159072002,015,150
090053202002,005,160
090053602001,005,140
090053603002,005,140
090053621024,005,
090093502003,009,140
090034061004,003,140
090034055001,003,
090034602031,003,110
090035038001,003,110
090159044002,015,150
090159073001,015,150
090034053003,003,
090034053002,003,
090093516024,009,140
090093517001,009,140
090093517002,009,140
090093518001,009,140
090093518002,009,140
090035001001,003,110
090035042002,003,110
090035033001,003,110
090035033002,003,110
090159032001,015,150
090159073004,015,
090093518003,009,140
090093519001,009,140
090093520001,009,140
090093520002,009,140
090093520003,009,140
090091704001,009,
090091705001,009,170
090091705002,009,
090091705003,009,170
090034054023,003,
090093516014,009,140
090093516021,009,140
090093516022,009,140
090034302032,003,110
090035014002,003,110
090035001002,003,110
090034806001,003,110
090093521002,009,140
090093521003,009,140
090093522001,009,140
090093521001,009,140
090091705004,009,
090091706001,009,170
090091706002,009,170
090091708001,009,170
090091708002,009,170
090091708003,009,170
090091708004,009,170
090091708005,009,170
090091711003,009,170
090091711002,009,170
090010439002,001,190
090091710001,009,170
090091711001,009,170
090012003024,001,190
090054255003,005,140
090010710001,001,120
090010702002,001,120
090010714003,001,120
090010736001,001,120
090010804001,001,120
090093526003,009,140
090091252003,009,
090091403002,009,170
090091420002,009,170
090116936002,011,180
090118705022,011,180
090138815002,013,
090138902021,013,110
090135382023,013,110
090138601001,013,110
090135381001,013,110
090091420003,009,170
090091410002,009,170
090091412003,009,170
090091655003,009,170
090091416004,009,170
090091419005,009,170
090091423002,009,170
090091424003,009,170
090117030003,011,180
090117051021,011,180
090116952023,011,180
090116961002,011,180
090116961003,011,180
090116961004,011,180
090091654005,009,170
090091709001,009,170
090091707001,009,170
090091711004,009,170
090138401002,013,
090135382012,013,110
090135304002,013,110
090138502001,013,110
090138811001,013,
090138811003,013,
090135331024,013,110
090135331022,013,110
090135305002,013,110
090138502003,013,
090138601004,013,110
090138601002,013,
090138813002,013,110
090138902022,013,
090138401004,013,110
090138502006,013,110
090135281002,013,110
090135261011,013,
090138815004,013,110
090138501001,013,110
090138811002,013,110
090034701004,003,110
090035013002,003,110
090034841003,003,110
090035152002,003,110
090035147002,003,110
090034806003,003,110
090034763001,003,110
090091802005,009,170
090091759003,009,170
090091751002,009,170
090091751001,009,170
090091753003,009,170
090091806012,009,170
090093504002,009,140
090093613001,009,
090010102024,001,190
090010709002,001,120
090012305011,001,
090093513002,009,140
090091301021,009,
090091426041,009,170
090091301012,009,
090091404002,009,170
090091545001,009,170
090012401001,001,190
090093471002,009,140
090093471003,009,140
090093472001,009,140
090093472002,009,140
090093508001,009,140
090093614011,009,170
090091510003,009,170
090093615004,009,170
090091550001,009,170
090091548003,009,170
090091551002,009,170
090093452013,009,140
090093453001,009,140
090093453002,009,140
090093453005,009,140
090093454001,009,140
090093454002,009,140
090093454003,009,140
090054255002,005,140
090093454004,009,140
090093454005,009,140
090093454006,009,140
090093471001,009,
090034736011,003,110
090034736012,003,110
090093503001,009,140
090093503002,009,140
090093504001,009,140
090093505001,009,140
090034736013,003,110
090034734001,003,110
090034735012,003,110
090159072001,015,150
090159071002,015,150
090159073003,015,150
090091660021,009,
090091713001,009,170
090011001003,001,120
090011105004,001,140
090012051001,001,190
090012108001,001,
090012111001,001,190
090012103001,001,190
090012106001,001,190
090012107021,001,190
090012108002,001,190
090012109001,001,190
090012113001,001,190
090012113002,001,190
090012201001,001,190
090012201002,001,190
090012201004,001,190
090012203001,001,190
090091752002,009,170
090012002001,001,190
090012002003,001,190
090012003021,001,190
090012003022,001,190
090012051002,001,190
090135291003,013,110
090135302001,013,110
090012106002,001,190
090012106003,001,190
090012107012,001,190
090012107022,001,190
090012109002,001,190
090012109003,001,190
090012110001,001,190
090012110003,001,190
090135304001,013,110
090012203003,001,190
090012302001,001,190
090012304003,001,
090091845002,009,170
090091846001,009,170
090091847001,009,170
090091861002,009,170
090091861003,009,170
090091861004,009,170
090091861005,009,170
090091861006,009,170
090091862002,009,170
090091862003,009,170
090091862004,009,170
090093611001,009,140
090093612001,009,140
090091901001,009,170
090091901002,009,170
090091902001,009,170
090093612002,009,140
090093612003,009,140
090091903012,009,170
090012052001,001,190
090011103022,001,
090010701001,001,120
090075502021,007,130
090053602004,005,140
090053602002,005,140
090053108032,005,160
090053106011,005,160
090054254002,005,140
090053005002,005,160
090053108041,005,160
090053492002,005,140
090010506001,001,190
090010102022,001,190
090010303003,001,190
090012114001,001,190
090010551001,001,190
090011103013,001,140
090011052002,001,
090011104001,001,140
090093523001,009,140
090010103002,001,190
090159061001,015,
090159073002,015,
090159025003,015,150
090158301002,015,150
090158006002,015,180
090159071003,015,150
090159072004,015,150
090158301001,015,
090159044001,015,150
090116962004,011,180
090116962002,011,180
090116965002,011,180
090135291002,013,110
090010427002,001,190
090010428001,001,190
090010428002,001,190
090010428003,001,190
090010604001,001,120
090010604002,001,120
090010604003,001,120
090010734003,001,120
090010735001,001,120
090010735003,001,120
090010736002,001,120
090010737001,001,120
090010737003,001,120
090010737004,001,120
090010737005,001,120
090010738001,001,120
090010429001,001,190
090010429002,001,190
090091903013,009,170
090091903024,009,170
090010430001,001,190
090010430002,001,190
090010604004,001,
090010606001,001,120
090010606002,001,
090010607001,001,120
090010801003,001,120
090010801004,001,120
090010802001,001,120
090010802002,001,120
090010802003,001,120
090116965003,011,180
090116966002,011,180
090010430003,001,190
090010431003,001,190
090010607003,001,120
090010608001,001,120
090010608002,001,120
090010609001,001,120
090010804003,001,120
090010805002,001,120
090010806001,001,
090091942014,009,170
090091942023,009,
090093411001,009,140
090093411003,009,
090010432002,001,190
090010902003,001,120
090010609002,001,120
090010610002,001,120
090010611002,001,120
090010611003,001,120
090011102022,001,
090011103011,001,140
090011104002,001,
090011105002,001,140
090012001001,001,190
090093411004,009,140
090135291004,013,110
090135301001,013,110
090135301002,013,110
090135301003,013,110
090135302003,013,110
090010433001,001,190
090010433002,001,190
090010434001,001,190
090010434002,001,190
090010434003,001,190
090010612001,001,120
090010613001,001,120
090010613002,001,120
090010614001,001,120
090010614002,001,120
090010809002,001,120
090010810001,001,120
090010810002,001,120
090010810003,001,120
090010435002,001,190
090010436001,001,190
090010436003,001,190
090010437001,001,190
090010615001,001,120
090010615002,001,120
090010615003,001,120
090010615004,001,120
090010616001,001,120
090010812002,001,120
090010812003,001,120
090010812004,001,120
090010813001,001,120
090010813002,001,
090116968001,011,180
090116968002,011,180
090116970001,011,180
090116970002,011,180
090117011002,011,180
090010218011,001,190
090010218012,001,190
090010218021,001,190
090010218022,001,190
090010437002,001,190
090010438001,001,190
090010438004,001,190
090010438005,001,190
090010438006,001,190
090010439001,001,190
090010616002,001,120
090010616003,001,120
090010701002,001,120
090010701003,001,120
090010701004,001,120
090010905001,001,
090010905003,001,120
090010905004,001,120
090010906002,001,
090093434001,009,140
090093434002,009,
090093431021,009,140
090091702002,009,170
090091701001,009,170
090091701002,009,170
090091702001,009,170
090091703002,009,170
090159044004,015,150
090159045001,015,150
090159045002,015,150
090159045003,015,150
090159045005,015,150
090159045004,015,150
090010811003,001,120
090010452002,001,190
090012201003,001,190
090075412002,007,130
090076102002,007,130
090076701001,007,130
090054253001,005,
090091715003,009,170
090091407001,009,170
090093481231,009,
090093461022,009,140
090091903023,009,170
090034661022,003,110
090075416001,007,130
090075951021,007,130
090075414022,007,130
090053604004,005,140
090053604005,005,140
090010805001,001,
090010901001,001,120
090012302002,001,190
090010905002,001,120
090118702003,011,180
090116909003,011,180
090116935002,011,180
090118707011,011,180
090118707041,011,180
090118707043,011,180
090117053003,011,180
090116903002,011,180
090116903003,011,180
090116903004,011,180
090116904002,011,180
090116905001,011,180
090117111002,011,180
090117141011,011,180
090117021001,011,180
090117161011,011,180
090117161022,011,180
090010111003,001,190
090010110005,001,190
090010224002,001,190
090010113001,001,
090010446002,001,190
090091253002,009,140
090093461013,009,140
090093614021,009,170
090093528003,009,140
090117052003,011,
090117051012,011,180
090117141031,011,
090117141042,011,180
090118705012,011,180
090116907001,011,180
090010451013,001,190
090012114002,001,190
090011002003,001,120
090010703001,001,120
090011103012,001,140
090093528001,009,140
090116908001,011,180
090116908002,011,180
090116908003,011,180
090118701002,011,180
090116501002,011,130
090116601012,011,130
090116936003,011,180
090116963001,011,180
090117001002,011,180
090117052001,011,180
090117091002,011,
090117131002,011,180
090118701003,011,
090091508003,009,170
090091511005,009,170
090093434004,009,140
090091658011,009,170
090116905002,011,180
090117023001,011,180
090117025002,011,180
090010904001,001,120
090011001001,001,120
090012107011,001,190
090012107013,001,190
090091660023,009,170
090093441001,009,140
090091717003,009,
090093452021,009,140
090116909002,011,180
090116934001,011,180
090116934002,011,180
090118705013,011,180
090118703003,011,180
090011001002,001,120
090010445002,001,190
090010444001,001,190
090010431002,001,190
090093481241,009,140
090093452023,009,140
090093434003,009,
090093524002,009,140
090093524001,009,140
090116934003,011,180
090116934004,011,180
090012001002,001,190
090116936001,011,180
090035151024,003,110
090034901004,003,110
090034903041,003,110
090034903042,003,110
090034903032,003,
090034903031,003,
090034003002,003,110
090034001021,003,110
090034207001,003,110
090034301001,003,110
090034154004,003,110
090034302011,003,110
090034302012,003,110
090034302022,003,110
090034302031,003,110
090034154005,003,110
090034155002,003,110
090034156002,003,110
090034156003,003,110
090034157002,003,110
090034157003,003,110
090034158001,003,110
090034303012,003,
090034303011,003,
090034303021,003,110
090034304001,003,110
090034160001,003,110
090034160003,003,110
090034160002,003,110
090034161001,003,110
090034161002,003,110
090034161003,003,110
090034162001,003,110
090034162002,003,110
090034162003,003,110
090034163001,003,110
090034163003,003,110
090034304002,003,110
090034306021,003,110
090034163002,003,110
090034164001,003,110
090034164002,003,110
090034164003,003,110
090034165001,003,110
090034165002,003,110
090034165004,003,110
090034165005,003,110
090034601001,003,110
090034601002,003,110
090034602041,003,110
090034602042,003,110
090010204002,001,190
090010906001,001,120
090012303002,001,190
090010301001,001,190
090010903004,001,120
090012402002,001,190
090012305022,001,
090093515003,009,140
090093515004,009,140
090093516011,009,140
090093516013,009,140
090075501002,007,130
090075601001,007,130
090075801003,007,130
090117029002,011,180
090117051023,011,
